Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.3182,Fri Aug 10 17:01:07 +0000 2018,0.0,0.839,0.161,Not sure what to do in NYC this weekend? We’ve got you. https://t.co/Om8BCLNLo0,13,@NYTimes
0.0,Fri Aug 10 16:46:07 +0000 2018,0.0,1.0,0.0,Trump said he would double the rate of tariffs on steel and aluminum imports from Turkey as its currency cratered https://t.co/o50NeoTXP1,14,@NYTimes
-0.2732,Fri Aug 10 16:31:05 +0000 2018,0.206,0.672,0.123,The ride-hail cars that critics say are choking New York City’s streets have also brought much-needed relief to far… https://t.co/eRTmF4awMH,15,@NYTimes
-0.5994,Fri Aug 10 16:16:07 +0000 2018,0.246,0.754,0.0,"2 former employees have sued Nike, claiming a culture of sexual harassment and gender bias at the company https://t.co/JWjaZj7AQ1",16,@NYTimes
0.0,Fri Aug 10 16:01:13 +0000 2018,0.0,1.0,0.0,"EPA staff members objected to the agency’s new rules on asbestos use, internal emails show https://t.co/8hTTMCmNtj",17,@NYTimes
0.0,Fri Aug 10 15:47:40 +0000 2018,0.0,1.0,0.0,"RT @EnnisNYT: Almost exactly a year ago, Omarosa Manigault Newman appeared at a National Association of Black Journalists convention in her…",18,@NYTimes
-0.6486,Fri Aug 10 15:31:06 +0000 2018,0.261,0.739,0.0,Recep Tayyip Erdogan blamed outsiders for Turkey's difficulties and insisted that Turkey would weather the current… https://t.co/36z4KbAME1,19,@NYTimes
-0.7096,Fri Aug 10 15:16:02 +0000 2018,0.269,0.731,0.0,"The morning after a handful of NFL players renewed their protests against social inequality and police brutality, T… https://t.co/JaqMu7ZDRE",20,@NYTimes
0.4404,Fri Aug 10 15:01:07 +0000 2018,0.0,0.813,0.187,"""A few months after I began injecting testosterone, I discovered that one of the startling new privileges of my mal… https://t.co/XYafwiqChI",21,@NYTimes
0.0,Fri Aug 10 14:49:24 +0000 2018,0.0,1.0,0.0,Trump frequently used the N-word while he was the host of “Celebrity Apprentice” according to a new memoir by Omaro… https://t.co/S8jKsAzi6B,22,@NYTimes
-0.5574,Fri Aug 10 14:31:05 +0000 2018,0.159,0.841,0.0,"RT @kevinroose: New: Details about how Facebook (Mark Zuckerberg, really) decided to ban Alex Jones/Infowars, the questions that remain, an…",23,@NYTimes
-0.8442,Fri Aug 10 14:20:01 +0000 2018,0.324,0.676,0.0,The EPA's Scott Pruitt had rejected the advice of his own agency staff when he refused last year to ban a pesticide… https://t.co/xHe8RB449Q,24,@NYTimes
0.0,Fri Aug 10 14:11:05 +0000 2018,0.0,1.0,0.0,"Kris Kobach will recuse himself from the count in the GOP race for Kansas governor. He has a slim lead, but also ov… https://t.co/I1g3NycJqz",25,@NYTimes
-0.6705,Fri Aug 10 14:01:05 +0000 2018,0.2,0.8,0.0,"At least four people, including two police officers, were killed after a shooting in Fredericton, the capital of th… https://t.co/4TZ3KU3JDA",26,@NYTimes
0.4019,Fri Aug 10 13:45:12 +0000 2018,0.069,0.783,0.147,NATO ambassadors said that the American demand to get the agreement done before President Trump arrived in Brussels… https://t.co/tuxwyHKXhF,27,@NYTimes
0.5719,Fri Aug 10 13:29:05 +0000 2018,0.0,0.861,0.139,RT @nytimesworld: Scientists in Russia bred foxes that appear to take just as much pleasure in the company of people as your average golden…,28,@NYTimes
-0.6705,Fri Aug 10 13:16:03 +0000 2018,0.244,0.756,0.0,Maryland officials publicly lamented the masses of trash flowing into Chesapeake Bay — and blamed two states to the… https://t.co/qs1pYrgJ7i,29,@NYTimes
0.0,Fri Aug 10 13:00:09 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/OBTOGDaYoJ https://t.co/DZqKTF3a6I,30,@NYTimes
0.34,Fri Aug 10 12:45:08 +0000 2018,0.0,0.888,0.112,"Mike Pence called for Congress to allocate $8 billion for space security over the next 5 years. President Trump, fo… https://t.co/830RQOTNZQ",31,@NYTimes
0.0,Fri Aug 10 12:31:04 +0000 2018,0.0,1.0,0.0,"RT @nytimesworld: ""For a mother not to know where her children are is so hard,"" said an mother from South Sudan, reunited with her children…",32,@NYTimes
0.0,Fri Aug 10 12:25:00 +0000 2018,0.0,1.0,0.0,The police referred to it as “an ongoing incident” and advised people to stay indoors. https://t.co/zkj7fdg2er,33,@NYTimes
-0.6705,Fri Aug 10 12:20:12 +0000 2018,0.191,0.809,0.0,"At least four people were killed in a shooting in Fredericton, the capital of the Canadian province of New Brunswic… https://t.co/etVnoBLQKr",34,@NYTimes
0.0,Fri Aug 10 12:13:03 +0000 2018,0.0,1.0,0.0,"Asked if Melania Trump’s parents obtained citizenship through family-based immigration, sometimes called “chain mig… https://t.co/22msdy9NnU",35,@NYTimes
0.3612,Fri Aug 10 12:00:08 +0000 2018,0.0,0.839,0.161,Kanye West told Jimmy Kimmel why he supports President Trump. Our late-night roundup: https://t.co/wmYgUw17a9,36,@NYTimes
-0.7717,Fri Aug 10 11:44:04 +0000 2018,0.271,0.729,0.0,An assistant basketball coach at Wake Forest University was arrested after a man he punched over the weekend died o… https://t.co/sLgEyueulX,37,@NYTimes
-0.6369,Fri Aug 10 11:30:03 +0000 2018,0.257,0.743,0.0,Political turmoil in Turkey and the country's escalating dispute with the Trump administration spilled into global… https://t.co/g7NIecHUrc,38,@NYTimes
0.5267,Fri Aug 10 11:15:05 +0000 2018,0.0,0.672,0.328,New data is challenging the popular portrait of Trump voters https://t.co/jH9HGsA9iC,39,@NYTimes
0.0,Fri Aug 10 11:00:05 +0000 2018,0.0,1.0,0.0,Newly released cables provide at times graphic detail on the techniques the CIA used to interrogate Qaeda captives… https://t.co/T2QO3f8XRE,40,@NYTimes
0.0,Fri Aug 10 10:30:04 +0000 2018,0.0,1.0,0.0,The federal judge overseeing the trial of Paul Manafort sealed a transcript of a private discussion in front of his… https://t.co/19u8jmydIc,41,@NYTimes
0.5719,Fri Aug 10 10:14:03 +0000 2018,0.0,0.837,0.163,She had lectured across China and the world to explain and celebrate Uighurs' varied traditions. Her research was f… https://t.co/WuxQ0xNM8T,42,@NYTimes
0.0,Fri Aug 10 10:00:05 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/P379yap4wO https://t.co/9gTfjYmkcj,43,@NYTimes
0.2614,Fri Aug 10 09:44:01 +0000 2018,0.103,0.746,0.151,"""No excuses anymore!"" said a Unicef official on Twitter. ""Does the world really need more innocent children's lives… https://t.co/p1vyQh1lTO",44,@NYTimes
0.4404,Fri Aug 10 09:31:06 +0000 2018,0.0,0.861,0.139,Analysts on both sides said Israel and Hamas were trying to improve their negotiating positions for a longer lastin… https://t.co/oauHprcx9h,45,@NYTimes
0.7506,Fri Aug 10 09:13:03 +0000 2018,0.0,0.726,0.274,"He's been called Britain's ""greatest chess prospect in a generation."" But when his father's work visa runs out next… https://t.co/1mPPsqI5dl",46,@NYTimes
0.0,Fri Aug 10 09:00:03 +0000 2018,0.0,1.0,0.0,"Taliban insurgents entered the southeastern Afghan city of Ghazni before dawn on Friday, and within hours they clai… https://t.co/cXaVrRggXa",47,@NYTimes
-0.1027,Fri Aug 10 08:44:06 +0000 2018,0.147,0.733,0.12,8 new books recommended by critics and editors at The New York Times https://t.co/8bnADYpnqU,48,@NYTimes
-0.6597,Fri Aug 10 08:29:04 +0000 2018,0.242,0.758,0.0,"""We will no longer be silent and we won’t let them win,"" said a designer who fought back tears as she spoke. ""Abort… https://t.co/nqt3oXILf4",49,@NYTimes
-0.4404,Fri Aug 10 08:15:04 +0000 2018,0.121,0.879,0.0,"RT @nytimesworld: It was a ""bloody big shark."" An amateur fossil hunter stumbled upon a set of its teeth preserved along an Australian beac…",50,@NYTimes
0.0258,Fri Aug 10 08:02:05 +0000 2018,0.0,0.942,0.058,"U.S. officials pushed to finalize a NATO deal before last month's summit even began, to prevent President Trump fro… https://t.co/ZwA5ILCZoV",51,@NYTimes
-0.4588,Fri Aug 10 07:46:04 +0000 2018,0.19,0.752,0.058,RT @nytimesworld: Intense lobbying by the Roman Catholic Church and social conservatives helped defeat a bill to legalize abortion in Argen…,52,@NYTimes
0.0,Fri Aug 10 07:32:02 +0000 2018,0.0,1.0,0.0,"""For a mother not to know where her children are is so hard."" Over the last two years, 433 unaccompanied minors who… https://t.co/A9IEfO0jqK",53,@NYTimes
0.3612,Fri Aug 10 07:17:06 +0000 2018,0.0,0.889,0.111,"Climate change used to feel like an issue that other people were dealing with, or that future generations would fac… https://t.co/qgrcejm0ae",54,@NYTimes
0.4215,Fri Aug 10 07:02:04 +0000 2018,0.0,0.865,0.135,"Public housing complexes in Hong Kong have become wildly popular Instagram destinations, drawing the ire of some re… https://t.co/odVzIVwMW5",55,@NYTimes
0.0,Fri Aug 10 06:32:01 +0000 2018,0.0,1.0,0.0,"RT @nytimesworld: ""For a mother not to know where her children are is so hard,"" said an mother from South Sudan, reunited with her children…",56,@NYTimes
0.7717,Fri Aug 10 06:10:17 +0000 2018,0.0,0.609,0.391,"36 Hours in Boise (and beyond): Enjoy frontier charm, fine food, and — Basque culture? https://t.co/6fAnoX2CrJ",57,@NYTimes
-0.4404,Fri Aug 10 05:54:01 +0000 2018,0.244,0.756,0.0,Why Won’t the Labour Party’s Anti-Semitism Scandal Go Away? https://t.co/x7NXNfsiBI,58,@NYTimes
-0.2732,Fri Aug 10 05:49:04 +0000 2018,0.11,0.89,0.0,RT @adamnagourney: A potential victim of the president’s tariffs: local newspapers getting whacked because of tariffs on Canadian newsprint…,59,@NYTimes
0.5574,Fri Aug 10 05:32:01 +0000 2018,0.0,0.805,0.195,The Sinclair Broadcast Group had hoped to created a behemoth to rival Fox News. That effort appears to now be defin… https://t.co/56TSoLGrWr,60,@NYTimes
-0.7906,Fri Aug 10 05:26:52 +0000 2018,0.35,0.65,0.0,Coach at Wake Forest Is Arrested After Punch Leads to Man’s Death in Queens https://t.co/YTfj12UfV8,61,@NYTimes
0.0,Fri Aug 10 05:02:02 +0000 2018,0.0,1.0,0.0,"RT @tackettdc: Dave Brat was propelled to office by an insurgency. Now he faces one, from women. “We feel the change coming” one said.  htt…",62,@NYTimes
-0.8442,Fri Aug 10 04:42:03 +0000 2018,0.324,0.676,0.0,The EPA's Scott Pruitt had rejected the advice of his own agency staff when he refused last year to ban a pesticide… https://t.co/RG0OEfQcxp,63,@NYTimes
0.6808,Fri Aug 10 04:21:02 +0000 2018,0.0,0.752,0.248,RT @nytpolitics: How Rusal America — a Russian firm currently subject to Treasury Department sanctions — managed to win an tariff exclusion…,64,@NYTimes
-0.5719,Fri Aug 10 04:17:45 +0000 2018,0.236,0.764,0.0,How to Be an Ace Salary Negotiator (Even if You Hate Conflict) https://t.co/zthkZ4151B,65,@NYTimes
0.4939,Fri Aug 10 04:02:04 +0000 2018,0.0,0.849,0.151,How a random late-night Google search led to a wealth of new information about the early years of Langston Hughes https://t.co/o0ItVotxtQ,66,@NYTimes
0.34,Fri Aug 10 03:47:05 +0000 2018,0.088,0.731,0.181,"As they adapted to life at sea, dolphins, manatees and sea lions lost an enzyme that helps defend against certain p… https://t.co/m2DMuZ6NWK",67,@NYTimes
0.0,Fri Aug 10 03:36:00 +0000 2018,0.0,1.0,0.0,"RT @rpogrebin: 'The goal isn’t simply to hire more curators of color or to do more shows featuring diverse artists, but for museums to fund…",68,@NYTimes
0.0772,Fri Aug 10 03:22:05 +0000 2018,0.0,0.929,0.071,"“We don’t want another candidate that just has a lot of experience,” said Michael Avenatti, Stormy Daniels's lawyer… https://t.co/9EhY3dkagU",69,@NYTimes
0.0,Fri Aug 10 03:12:04 +0000 2018,0.0,1.0,0.0,"Kris Kobach will recuse himself from the count in the GOP race for Kansas governor. He has a slim lead, but also ov… https://t.co/sDmmdElw99",70,@NYTimes
0.0,Fri Aug 10 03:02:03 +0000 2018,0.0,1.0,0.0,"""Insecure"" is back. Here’s what to remember for Season 3.
https://t.co/5NsURY93vR",71,@NYTimes
-0.7506,Fri Aug 10 02:47:02 +0000 2018,0.348,0.652,0.0,A federal judge threatens Attorney General Jeff Sessions with contempt over deported asylum seekers https://t.co/2SnPe7nuhK,72,@NYTimes
0.0,Fri Aug 10 02:32:05 +0000 2018,0.0,1.0,0.0,"President Trump has denounced what he calls ""chain migration."" His in-laws just became U.S. citizens by taking adva… https://t.co/owbll3DxvO",73,@NYTimes
0.3182,Fri Aug 10 02:17:03 +0000 2018,0.0,0.905,0.095,"RT @nytvideo: If you are coming home for the first time after fleeing the wildfires ravaging California, please send us a video showing in…",74,@NYTimes
0.4019,Fri Aug 10 02:02:06 +0000 2018,0.0,0.87,0.13,"The pesticide industry, which had turned to the Trump administration for help, was dealt a major setback after a fe… https://t.co/MyaHV7GMfv",75,@NYTimes
0.34,Fri Aug 10 01:47:04 +0000 2018,0.135,0.647,0.218,"Rashida Tlaib won a primary on Tuesday. She also lost a primary on Tuesday.
https://t.co/Si4LIm4qDm",76,@NYTimes
0.0,Fri Aug 10 01:32:04 +0000 2018,0.0,1.0,0.0,RT @nytgraphics: Is America's military big enough? We took a look at the military's size and spending in 2017. https://t.co/obKX8tQXyq,77,@NYTimes
0.0,Fri Aug 10 01:22:02 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/oYxJ6rljcA,78,@NYTimes
0.0,Fri Aug 10 01:11:01 +0000 2018,0.0,1.0,0.0,"RT @viaSimonRomero: Entrance to the remote compound near Amalia, New Mexico, where authorities found 11 malnourished children &amp; remains of…",79,@NYTimes
0.0258,Fri Aug 10 01:02:04 +0000 2018,0.0,0.942,0.058,"U.S. officials pushed to finalize a NATO deal before last month's summit even began, to prevent President Trump fro… https://t.co/o0kVi8Qv1G",80,@NYTimes
0.0,Fri Aug 10 00:47:04 +0000 2018,0.0,1.0,0.0,At first he liberated a single shark tooth the size of his palm from a rock with his car keys. “It dawned on me whe… https://t.co/h4SFsGQBVA,81,@NYTimes
-0.5232,Fri Aug 10 00:33:02 +0000 2018,0.165,0.779,0.056,"RT @EricLiptonNYT: In a major setback for pesticide industry, despite lobbying of Pruitt/Trump admin, a court today orders ban of chlorpyif…",82,@NYTimes
-0.5994,Fri Aug 10 00:22:04 +0000 2018,0.197,0.803,0.0,"Speaker Paul Ryan has hesitated to publicly criticize President Trump. As he nears his exit, he told us why: ”The p… https://t.co/XPCHU0Sb3g",83,@NYTimes
0.4019,Fri Aug 10 00:12:03 +0000 2018,0.0,0.891,0.109,RT @NYTSports: Malcolm Jenkins raised his fist and Chris Long was there to support him. Two Miami Dolphins players knelt. It appears N.F.L.…,84,@NYTimes
0.3612,Fri Aug 10 00:02:08 +0000 2018,0.0,0.889,0.111,"Climate change used to feel like an issue that other people were dealing with, or that future generations would fac… https://t.co/vkS7uHzaiO",85,@NYTimes
-0.25,Thu Aug 09 23:56:01 +0000 2018,0.087,0.913,0.0,RT @NYTScience: Initially reluctant Pentagon officials have lined up behind Trump's Space Force proposal and now say that they will do what…,86,@NYTimes
0.0,Thu Aug 09 23:47:03 +0000 2018,0.0,1.0,0.0,"“In the modern history of humanity,"" says an ecological activist, ""it has never happened that an entire sea perishe… https://t.co/IrfeLZGnn2",87,@NYTimes
0.0,Thu Aug 09 23:32:03 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/JykHUZpQ3c,88,@NYTimes
0.0,Thu Aug 09 23:17:04 +0000 2018,0.0,1.0,0.0,"RT @vindugoel: India's first Ikea is now officially open to the public, in the southern city of Hyderabad. If nothing else, people will pro…",89,@NYTimes
-0.5859,Thu Aug 09 23:02:09 +0000 2018,0.27,0.73,0.0,Kris Kobach's lead is cut in half as a counting error narrows Kansas governor primary https://t.co/4dMa2zdPB6,90,@NYTimes
0.0258,Thu Aug 09 22:47:03 +0000 2018,0.0,0.942,0.058,"In nearly 2 dozen letters Julia Sand advised, cajoled and scolded President Chester A. Arthur on policy matters lar… https://t.co/8IFKHjv3fx",91,@NYTimes
0.0,Thu Aug 09 22:32:05 +0000 2018,0.0,1.0,0.0,"Asked if Melania Trump’s parents obtained citizenship through family-based immigration, sometimes called “chain mig… https://t.co/8ZAVre21SA",92,@NYTimes
-0.3506,Thu Aug 09 22:17:01 +0000 2018,0.104,0.896,0.0,"RT @FrancesRobles: The Puerto Rican government (quietly) acknowledged that the hurricane death toll was likely more than up to 1,400, but s…",93,@NYTimes
0.0,Thu Aug 09 22:02:03 +0000 2018,0.0,1.0,0.0,"Over the last week, Judge T.S. Ellis III, the judge presiding over the Paul Manafort trial, has sparred with prosec… https://t.co/YVL5rcqUmc",94,@NYTimes
-0.5106,Thu Aug 09 21:51:06 +0000 2018,0.223,0.688,0.089,RT @NYTNational: Five adults are being investigated on suspicion of training children with weapons to further a “conspiracy to commit schoo…,95,@NYTimes
-0.0268,Thu Aug 09 21:47:02 +0000 2018,0.111,0.739,0.15,"Tame foxes may seem like irresistible pets, but they are nocturnal and not easily housebroken. Still, their genes o… https://t.co/NpXWLYJ9Tw",96,@NYTimes
0.0,Thu Aug 09 21:32:05 +0000 2018,0.0,1.0,0.0,"RT @anniecorreal: Melania Trump's parents became citizens today. Asked if the Knavses had obtained citizenship through “chain migration,” t…",97,@NYTimes
0.7717,Thu Aug 09 21:15:02 +0000 2018,0.0,0.609,0.391,"36 Hours in Boise (and beyond): Enjoy frontier charm, fine food, and — Basque culture? https://t.co/bVcgDRkWti",98,@NYTimes
0.0,Thu Aug 09 21:00:07 +0000 2018,0.0,1.0,0.0,"For years, men have made up the vast majority of public monuments in this country. A series of campaigns are now pr… https://t.co/iG2dBpeRU3",99,@NYTimes
